User,Review,Rating,Date,Tahun,Sentiment,Aspek,ulasan_filtered
Pengguna Google,"Agak kecewa pelayanan sekarang,2 kl saya transaksi gagal,tapi dana saya terpotong,sampai sekarang tidak ada respon",4,2024-05-04 18:51:48,2024,Positif,Kinerja/Performa,agak kecewa pelayanan sekarang kl saya transaksi gagaltapi dana saya terfotongsampai sekarang tidak ada respon
Pengguna Google,tumben seabank jaringan eror padahal lagi butuh uang yg ada di seabank malah nggak bisa dibuka,1,2024-09-03 18:45:41,2024,Negatif,Kinerja/Performa,tumben seabank jaringan eror padahal lagi butuh uang yg ada di seabank malah nggak bisa dibuka
Pengguna Google,bintang 3 dulu ya soalnya blm bisa tarik tunai lewat ATM🙏🏽,3,2024-09-17 05:39:05,2024,Netral,Lainnya,bintang dulu ya soalnya blm bisa tarik tunai lewat atm
Pengguna Google,"katanya ada fitur pinjaman tapi dari pertama download belum muncul,sementara bintang 3 aja",3,2024-07-28 20:00:55,2024,Netral,Keamanan dan Privasi,katanya ada fitur pinjaman tapi dari pertama unduh belum munculsementara bintang aja
Pengguna Google,"Aplikasi yang bagus 👍🏻👍🏻, UI enak, tapi tolong keamanan nya di tingkatkan lagi. Supaya tidak ada kebocoran data pelanggan nasabah. Gak kayak Kominfo tidak bisa jaga data masyarakat. Yang bocor begitu aja😏",5,2024-07-19 12:04:39,2024,Positif,Keamanan dan Privasi,aplikasi yang bagus ui enak tapi tolong keamanan nya di tingkatkan lagi supaya tidak ada kebocoran data pelanggan nasabah gak kayak kominfo tidak bisa jaga data masyarakat yang bocor begitu aja
Pengguna Google,Aplikasinya sangat membagongkan. Saya tidak bisa menggunakannya padahal no hp atau email sudah benar termasuk paswod. Tapi tidak bisa masuk.,2,2024-09-13 08:00:26,2024,Negatif,Lainnya,aplikasinya sangat membagongkan saya tidak bisa menggunakannya padahal no hp atau email sudah benar termasuk paswod tapi tidak bisa masuk
Pengguna Google,bingang 3 dulu kalau bagus update bjntang 5,3,2024-09-29 11:26:32,2024,Netral,Kinerja/Performa,bingang dulu kalau bagus diperbarui bjntang
Pengguna Google,Bagus sekali dan gratis biaya admin,4,2024-10-03 03:27:10,2024,Positif,Lainnya,bagus sekali dan gratis biaya admin
Pengguna Google,"Susah lah,jadi tak uninstall,maaf ya,, semoga g terjadi apa"":",1,2024-08-26 12:25:24,2024,Negatif,Lainnya,susah lahjadi tak unpasangmaaf ya semoga g terjadi apa
Pengguna Google,saya mau masuk ke aplikasi eror kenapa yaa awalnya baik baik aja,1,2024-09-03 03:19:45,2024,Negatif,Lainnya,saya mau masuk ke aplikasi eror kenapa yaa awalnya baik baik aja
Pengguna Google,"Pengajuan akun di blokir di persulit, data sudah benar masih aja di buat muter muter, padahal baru daftar belum lama,baru di isi saldo kemudian malah gak bisa di buka alasan di blokir, sudah telpon CS 3x gak pernah kepeneran,tolong kerjasamanya,di dalam aplikasimu itu ada uang hak milik orang lain.",1,2024-01-27 14:41:42,2024,Negatif,Keamanan dan Privasi,pengajuan akun di blokir di persulit data sudah benar masih aja di buat muter muter padahal baru daftar belum lamabaru di isi saldo kemudian malah gak bisa di buka alasan di blokir sudah telpon cs gak pernah kepenerantolong kerjasamanyadi dalam aplikasimu itu ada uang hak milik orang lain
Pengguna Google,Saya sangat menyukai aplikasi Seabank tetapi setelah update ke versi baru sekarang tiba²beranda sudah hilang dan beralih ke up KTP memakai milik sendiri tetapi muncul bahwa KTP sudah pernah di pakai dan harus menggunakan yang lain tetapi tetap tidak bisa di buka saya kecewa karna tidak bisa membuka beranda untuk mengambil uang/saldo yang saya miliki.Tolong bantu perbaikin akar kembali ke bentuk semula dan bisa mengambil saldo saya...,1,2023-08-27 08:17:38,2023,Negatif,Kinerja/Performa,saya sangat menyukai aplikasi seabank tetapi setelah diperbarui ke versi baru sekarang tibaberanda sudah hilang dan beralih ke up ktp memakai milik sendiri tetapi muncul bahwa ktp sudah pernah di pakai dan harus menggunakan yang lain tetapi tetap tidak bisa di buka saya kecewa karna tidak bisa membuka beranda untuk mengambil uangsaldo yang saya milikitolong bantu perbaikin akar kembali ke bentuk semula dan bisa mengambil saldo saya
Pengguna Google,"Kenapa nomor saya diblokir 24 jam oleh pihak sea bank, padahal cuman transfer nominal kecil, sangat menyusahkan",1,2024-09-17 12:24:13,2024,Negatif,Fitur,kenapa nomor saya diblokir jam oleh pihak sea bank padahal cuman transfer nominal kecil sangat menyusahkan
Pengguna Google,"Coba Tambahkan Login dengan email, jangan hanya dengan no. HP... karena , kesulitan login ketika no. HP hilang dan no. Rekening tidak hapal... Otomatis harus datang ke gerai dan itu jauh tidak semua kota ada",1,2023-08-18 01:51:41,2023,Negatif,Keamanan dan Privasi,coba tambahkan masuk dengan email jangan hanya dengan no hp karena kesulitan masuk ketika no hp hilang dan no rekening tidak hapal otomatis harus datang ke gerai dan itu jauh tidak semua kota ada
Pengguna Google,"Seabank app tersulit,tidak bisa log in meski sudah verifikasi data,poto,hubungi cs,cuma d suruh tunggu,no dan email sudah benar,nik jg saya sndiri,poto jg cs suda buktika itu saya bahkan dr smua data yg d tanyakan,hp yg untuk log in jg sms,blm pernah clear penyimpanan data,harusnya mudah kek neo bank dan lainnya..ini smua lengkap tp cs pd gak profesional,undang temen banyak sy rugi gk ambil dong mereka yg untung app nya di download dan register.prahhhh!!! Saldo jg mau brpa jut lenyap kl begini!!",1,2023-03-21 00:46:45,2023,Negatif,Keamanan dan Privasi,seabank app tersulittidak bisa masuk meski sudah verifikasi datafotohubungi cscuma d suruh tungguno dan email sudah benarnik jg saya sndirifoto jg cs suda buktika itu saya bahkan dr smua data yg d tanyakanhp yg untuk masuk jg smsblm pernah jelas penyimpanan dataharusnya mudah kek neo bank dan lainnya ini smua lengkap tp cs pd gak profesionalundang temen banyak sy rugi gk ambil dong mereka yg untung app nya di unduh dan registerprahh saldo jg mau brpa jut lenyap kl begini
Pengguna Google,"sangat berguna sekali meski gk ada kartu ATM nya,termasuk sudah mempermudah kita untuk menyimpan/transfer bank lain,caranya juga mudah sekali,the best sekali sama aplikasi nya❤️👍👍 terimakasih seabank🙏🥰",5,2023-01-14 10:02:53,2023,Positif,Kinerja/Performa,sangat berguna sekali meski gk ada kartu atm nyatermasuk sudah mempermudah kita untuk menyimpantransfer bank laincaranya juga mudah sekaliterbaik sekali sama aplikasi nya teriterima kasih seabank
Pengguna Google,"Bagus, cocok bgt buat GenZ dan para pencari cuan. Kalau bisa ditambahkan fitur pembagian anggaran seperti pada aplikasi jago ada fitur (kantong) / pada aplikasi blu ada fitur (blusaving)",5,2023-09-08 13:39:17,2023,Positif,Fitur,bagus cocok bgt buat genz dan para pencari cuan kalau bisa ditambahkan fitur pembagian anggaran seperti pada aplikasi jago ada fitur kantong pada aplikasi blu ada fitur blusaving
Pengguna Google,"REKOMEN..... Gampang daftarnya, ga ada biaya admin bulanan, malah ada bunganya jadi tabungan bisa nambah terus, top up e-wallet gratis dgn kouta yg banyak, transfer antar bank jg gratis dgn kouta banyak, suka ada promo diskon atau cashback, UI aplikasinya simple n mudah digunain. Semoga ga diawal doang enaknya ya. Dan yang kurang menurut aku ga ada kartu Debitnya. Atleast kartu debit virtual kek, supaya bisa digunain gitu buat beli di merchant luar negeri visa/mc.",5,2023-07-09 13:54:51,2023,Positif,Kinerja/Performa,rekomen mudah daftarnya ga ada biaya admin bulanan malah ada bunganya jadi tabungan bisa nambah terus top up ewallet gratis dgn kouta yg banyak transfer antar bank jg gratis dgn kouta banyak suka ada promo diskon atau cashback ui aplikasinya simpel n mudah digunakan semoga ga diawal doang enaknya ya dan yang kurang menurut aku ga ada kartu debitnya atleast kartu debit virtual kek supaya bisa digunakan gitu buat beli di merchant luar negeri visamc
Pengguna Google,"'ASTAGHFIRULLAH' !!! Saya merasa di kerjai saat verifikasi wajah, verifikasi KTP dan sudah mengikuti anjuran namun selalu gagal, saya sudah mencobanya kurang lebih 9 kali. Aplikasi apa ini, saya kira dapat membantu calon nasabah tapi justru sebaliknya, 'MENYULITKAN'..",1,2024-03-15 01:03:41,2024,Negatif,Keamanan dan Privasi,astaghfirullah saya merasa di kerjai saat verifikasi wajah verifikasi ktp dan sudah mengikuti anjuran namun selalu gagal saya sudah mencobanya kurang lebih kali aplikasi apa ini saya kira dapat membantu calon nasabah tapi justru sebaliknya menyulitkan
Pengguna Google,Bank gak jelas bisa pula mau masuk ke akun sendri di blok,1,2024-09-20 18:11:53,2024,Negatif,Lainnya,bank gak jelas bisa pula mau masuk ke akun sendri di blok
Pengguna Google,"cs seabank sangat slow respon sekali,jadi jika kita sedang darurat mereka ga gercep",2,2024-06-23 15:51:28,2024,Negatif,Lainnya,cs seabank sangat slow respon sekalijadi jika kita sedang darurat mereka ga cepat
Pengguna Google,"Suka banget pakai seabank, uang nya aman bunga harian lancar dan bisa di pakai untuk pembayaran di semua merchant ewalet. Jadi memudahkannya untuk semua aktivitas, termaksud TF ke virtual akun bank yang berbeda 💞. Love banget pokoknya.",5,2024-02-21 07:56:24,2024,Positif,Keamanan dan Privasi,suka banget pakai seabank uang nya aman bunga harian lancar dan bisa di pakai untuk pembayaran di semua merchant ewalet jadi memudahkannya untuk semua aktivitas termaksud tf ke virtual akun bank yang berbeda love banget pokoknya
Pengguna Google,"Aplikasinya ga banyak cingcong, tampilan simpel, fungsi maksimal. Deposito tinggi, tabungan harian juga lumayan ✨ Transfer antar bank free. Tingkatkan terus seabank.",5,2023-05-11 00:03:44,2023,Positif,Fitur,aplikasinya ga banyak cingcong tampilan simpel fungsi maksimal deposito tinggi tabungan harian juga lumayan transfer antar bank free tingkatkan terus seabank
Pengguna Google,"Sangat bermanfaat dan mantap terkait transaksi top up, bayar maupun transfer. Tetapi sangat disayangkan mulai terasa lag nya dari mulai login. Mohon dapat di tinjau & semoga ada perbaikan.",4,2023-05-04 14:12:19,2023,Positif,Kinerja/Performa,sangat bermanfaat dan mantap terkait transaksi top up bayar maupun transfer tetapi sangat disayangkan mulai terasa lag nya dari mulai masuk mohon dapat di tinjau semoga ada perbaikan
Pengguna Google,Mrnggunakan senenjak baru rilis sampe skrg enteng keren mudah ndk neko2 sukses buat Seabank... dari dl ada sebank kan enak,5,2024-09-13 10:32:48,2024,Positif,Kinerja/Performa,mrnggunakan senenjak baru rilis sampe skrg enteng keren mudah ndk neko sukses buat seabank dari dl ada sebank kan enak
Pengguna Google,"Mau daftar ribetnya minta ampun, mau daftar aja keterangan nya terlalu banyak verifikasi terus. Di suruuh hubungi 1500130, giliran di telp panjang lebar ga memecahkan solusi. Buang2 pulsa jg. Ga ada manfaatnya buka seabank",1,2024-08-26 01:44:46,2024,Negatif,Keamanan dan Privasi,mau daftar rumit minta ampun mau daftar aja keterangan nya terlalu banyak verifikasi terus di suruuh hubungi giliran di telp panjang lebar ga memecahkan solusi buang pulsa jg ga ada manfaatnya buka seabank
Pengguna Google,"ngebantu banget ,trus kalau nabung ada bunga nya,seneng",4,2024-07-30 05:24:39,2024,Positif,Lainnya,ngebantu banget trus kalau nabung ada bunga nyaseneng
Pengguna Google,"Mau login disuruh verifikasi wjah lagi, sudah verifikasi dan telfon CS hampir habis pulsa 100k tapi selalu tidak terhubung. Kalau pun terhubung ke CS ditengah pertanyaan selalu putus koneksinya. Ini gimana akun dan saldo saya bisa kembali. Seabank ancur bgt",1,2023-11-26 09:15:06,2023,Negatif,Keamanan dan Privasi,mau masuk disuruh verifikasi wjah lagi sudah verifikasi dan telfon cs hampir habis pulsa k tapi selalu tidak terhubung kalau pun terhubung ke cs ditengah pertanyaan selalu putus koneksinya ini gimana akun dan saldo saya bisa kembali seabank ancur bgt
Pengguna Google,Aplikasinya sangat jelek dan tidak mendukung Masa saya habis memasukkan akun dana bisa memasukkan password ternyata salah password anda salah terus padahal sudah benar aplikasi apaan ini aplikasi tidak bermutu aplikasi sangat tidak bermodel dan juga aplikasi yang menyebabkan habis kuota,1,2024-02-21 06:20:35,2024,Negatif,Lainnya,aplikasinya sangat jelek dan tidak mendukung masa saya habis memasukkan akun dana bisa memasukkan password ternyata salah password anda salah terus padahal sudah benar aplikasi apaan ini aplikasi tidak bermutu aplikasi sangat tidak bermodel dan juga aplikasi yang menyebabkan habis kuota
Pengguna Google,"mudah banget bertransaksi biaya transfer kemanapun gratis mudah dan sangat cepat, keamanan aja lebih oke dan tepercaya, Semoga gak akan ada kekecewaan seperti keluhan para nasabah diberbagai bank tentang pembobolan.karena keamannya yg akan bikin nasabah merasa nyaman",5,2024-04-01 10:40:14,2024,Positif,Keamanan dan Privasi,mudah banget bertransaksi biaya transfer kemanapun gratis mudah dan sangat cepat keamanan aja lebih oke dan tepercaya semoga gak akan ada kekecewaan seperti keluhan para nasabah diberbagai bank tentang pembobolankarena keamannya yg akan bikin nasabah merasa nyaman
Pengguna Google,Awalnya oke. Trus aplikasi ke uninstall. Jad aku instal ulang dan log in. Tapi gg bisa masuk gangguan jaringan trs. Udah beberapa kali aku coba uninstall ulang😭 saldonya gk seberapa cuman kan mubadzir ya. Tolong donk di perbaikin.,1,2023-03-26 02:42:58,2023,Negatif,Lainnya,awalnya oke trus aplikasi ke unpasang jad aku instal ulang dan masuk tapi gg bisa masuk gangguan jaringan trs udah beberapa kali aku coba unpasang ulang saldonya gk seberapa cuman kan mubadzir ya tolong donk di perbaikin
Pengguna Google,parah banget..masa bikin akun seabank ribet banget proses nunggu 1hari kerja..,1,2024-10-07 08:14:56,2024,Negatif,Lainnya,parah banget masa bikin akun seabank ribet banget proses nunggu hari kerja
Pengguna Google,"mempermudah dalam bertransaksi,",4,2024-08-27 04:02:26,2024,Positif,Kinerja/Performa,mempermudah dalam bertransaksi
Pengguna Google,Mohon maaf kok ini tiba2 pemeliharaan sistem ya? Tolong dong di selesaikan segera,2,2024-09-03 03:07:20,2024,Negatif,Lainnya,mohon maaf kok ini tiba pemeliharaan sistem ya tolong dong di selesaikan segera
Pengguna Google,sangat suka dengan aplikasi ini selain mudah digunakan dan memiliki ke untungannya tersendiri yaitu selalu gratis transfer kebank mana pun semoga selalu amanah dan sukses buat yang bikin aplikasi ini dan saya akan selalu memakai aplikasi sea bank ini ... tingkat kan lagi fitur fitur terbaru nyaa,5,2024-04-12 03:11:25,2024,Positif,Keamanan dan Privasi,sangat suka dengan aplikasi ini selain mudah digunakan dan memiliki ke untungannya tersendiri yaitu selalu gratis transfer kebank mana pun semoga selalu amanah dan sukses buat yang bikin aplikasi ini dan saya akan selalu memakai aplikasi sea bank ini tingkat kan lagi fitur fitur terbaru nyaa
Pengguna Google,Joss. seabank mantap . kasih fitur top up saldo sea bank lewat alfamart / indomaret dong .. biar lebih mantap daripada e-wallet ² yang sudah ada.,5,2024-05-24 13:21:27,2024,Positif,Fitur,joss seabank mantap kasih fitur top up saldo sea bank lewat alfamart indomaret dong biar lebih mantap daripada ewallet yang sudah ada
Pengguna Google,"Aplikasi sangatttttttt sangatttttt ribet saya ada kendala log in tidak bisa masuk karna salah sandi, tidak ada penanganan dan solusi untuk mempermudah penyelesaian costumer, malah harus telp kantor pusat sudah ditelp malah ribet bertele"" pertanyaan padahal langsung the point ke data KTP aja ini mh nanya type hp saat daftar kan ribet, sampai habis pulsa tpi tdk ada penyelesaian ,maaf ya perbaiki lagi untuk pelayanan kendalanya ga usah harus ditelp harusnya ada chat live langsung kayak soppe.",1,2023-12-30 11:33:41,2023,Negatif,Keamanan dan Privasi,aplikasi sangatt sangatt ribet saya ada kendala masuk tidak bisa masuk karna salah sandi tidak ada penanganan dan solusi untuk mempermudah penyelesaian costumer malah harus telp kantor pusat sudah ditelp malah ribet bertele pertanyaan padahal langsung the point ke data ktp aja ini mh nanya type hp saat daftar kan ribet sampai habis pulsa tpi tdk ada penyelesaian maaf ya perbaiki lagi untuk pelayanan kendalanya ga usah harus ditelp harusnya ada chat live langsung kayak soppe
Pengguna Google,"APK Bank ini sangat membantu, sebagai wadah penyimpanan uang yang aman. Selain itu, Bank ini juga mendapatkan bunga, apabila telah menyimpan uang di sana sesuai nominal. Jika uang yg disimpan kecil,maka bunga yg di dapat pun kecil dan begitupun sebaliknya.",5,2024-01-19 04:08:21,2024,Positif,Keamanan dan Privasi,apk bank ini sangat membantu sebagai wadah penyimpanan uang yang aman selain itu bank ini juga mendapatkan bunga apabila telah menyimpan uang di sana sesuai nominal jika uang yg disimpan kecilmaka bunga yg di dapat pun kecil dan begitupun sebaliknya
Pengguna Google,"Ini keren bgt si, transaksi jd bebas biaya, tingkatkan terus yaa, kalau bisa ada dana darurat dunk tapi yg limitnya kecil2 aja buat modelan emak2 yg bener2 elit (ekonomi sulit) sukses selalu ya seabank siabang sayank, top bgt",5,2023-08-15 06:37:10,2023,Positif,Kinerja/Performa,ini keren bgt si transaksi jd bebas biaya tingkatkan terus yaa kalau bisa ada dana darurat dunk tapi yg limitnya kecil aja buat modelan emak yg bener elit ekonomi sulit sukses selalu ya seabank siabang sayank top bgt
Pengguna Google,"2 kali saldo terpotong untuk traksaksi ewallet tapi status pending, setelah chat cs suruh nunggu beberapa hari. tapi transaksi masih tidak jelas, saldo seabank tidak kembali dan saldo ewallet pun tidak bertambah. dihistory pun tidak nampak",2,2023-10-17 14:51:33,2023,Negatif,Kinerja/Performa,kali saldo terfotong untuk traksaksi ewallet tapi status tunggu setelah chat cs suruh nunggu beberapa hari tapi transaksi masih tidak jelas saldo seabank tidak kembali dan saldo ewallet pun tidak bertambah dihistory pun tidak nampak
Pengguna Google,BAHAYA SALAH PASWORD TIDAK BISA DI PULIHKAN . DI PERSULIT OLEH CS SEABANK. DATA SUDAH SESUAI WAJAH SESUAI TAPI TETAP SURUH NUNGGU BERKALI KALI SAMPAI PULSA HABIS,1,2024-09-05 06:14:17,2024,Negatif,Lainnya,bahaya salah pasword tidak bisa di pulihkan di persulit oleh cs seabank data sudah sesuai wajah sesuai tapi tetap suruh nunggu berkali kali sampai pulsa habis
Pengguna Google,Kok saya masukan pin kok tulisan nya eror yaa ada apa ini?,1,2024-09-03 02:51:16,2024,Negatif,Lainnya,kok saya masukan pin kok tulisan nya eror yaa ada apa ini
Pengguna Google,"Keren tapi ribet sekali. Topup saldo/setor tunai masih harus dari shoopepay atau aplikasi lainnya. Begitu juga dengan mau tarik saldo/tarik tunai di ATM. masih juga pakek aplikasi pihak ketiga. ALangkah baiknya lagi jiga seabank menambahkan fitur topup/setor tunai dan tarik saldo/tarik tunai cukup dengan aplikasi satu ini saja yg bisa langsung di aplikasikan ke ATM atau indomart/alfamart. Jangan pakek aplikasi ketiga donk, ribet dan jadi malas nabung ke seabank. Terimaksih",4,2023-06-14 07:36:32,2023,Positif,Kinerja/Performa,keren tapi ribet sekali topup saldosetor tunai masih harus dari shoopepay atau aplikasi lainnya begitu juga dengan mau tarik saldotarik tunai di atm masih juga pakek aplikasi pihak ketiga alangkah baiknya lagi jiga seabank menambahkan fitur topupsetor tunai dan tarik saldotarik tunai cukup dengan aplikasi satu ini saja yg bisa langsung di aplikasikan ke atm atau indomartalfamart jangan pakek aplikasi ketiga donk ribet dan jadi malas nabung ke seabank terimaksih
Pengguna Google,Kenapa Jaringan tiba tiba eror aplikasi tidak bisa dibuka.. padahal jaringan saya baik baik saja.. Padahal buat buka aplikasi shopee lancar tapi buat buka apk seabank jaringan eror.. padahal itu satu Developer.. aplikasi sudah saya update yang terbaru.. saya coba chat CS tidak ada respon,1,2024-03-26 11:54:23,2024,Negatif,Kinerja/Performa,kenapa jaringan tiba tiba eror aplikasi tidak bisa dibuka padahal jaringan saya baik baik saja padahal buat buka aplikasi shopee lancar tapi buat buka apk seabank jaringan eror padahal itu satu pengembang aplikasi sudah saya diperbarui yang terbaru saya coba chat cs tidak ada respon
Pengguna Google,G jelas suruh verifikasi wajah tp g ke detect dan akun di blokir. Nasib saldo didalamnya cuma 70rebu,1,2024-08-04 11:10:17,2024,Negatif,Keamanan dan Privasi,g jelas suruh verifikasi wajah tp g ke detect dan akun di blokir nasib saldo didalamnya cuma rebu
Pengguna Google,mudah dan banyak fasilitas free nya terlebih untuk biaya admin ketika saya melakukan transfer untuk pembayaran atau transaksi kirim ke bank.,5,2024-07-19 06:02:09,2024,Positif,Kinerja/Performa,mudah dan banyak fasilitas free nya terlebih untuk biaya admin ketika saya melakukan transfer untuk pembayaran atau transaksi kirim ke bank
Pengguna Google,"Katanya bonus 110rb kalo bikin akun dan saldo diisi lebih dari 500rb, eh ujung2nya ga dapet, cuma dapet 10rb. Yang beneran ada bonusnya 100rb tanpa embel2 apapun itu Bank Jago, dulu bikin rekening langsung masuk bonus 100rb...",2,2023-04-04 05:44:10,2023,Negatif,Lainnya,katanya bonus rb kalo bikin akun dan saldo diisi lebih dari rb eh ujungnya ga dapet cuma dapet rb yang beneran ada bonusnya rb tanpa embel apapun itu bank jago dulu bikin rekening langsung masuk bonus rb
Pengguna Google,"untuk awal memang baik.....tapi skrang ada kendala tidak bisa transaksi sudah 4x nelpon cs masalah blm terselasikan karena aplikasinya juga kadang eror2 verifikasi wajah sangat menyulitkan...saat mendesak mau ambil uang pun susah padahal lagi butuh,untung ada teman kasih pinjam uang 1,5jt saat itu juga...kesal sekali saya sampai saat ini masalah belum terselesaikan.",1,2023-08-11 15:15:53,2023,Negatif,Keamanan dan Privasi,untuk awal memang baik tapi skrang ada kendala tidak bisa transaksi sudah nelpon cs masalah blm terselasikan karena aplikasinya juga kadang eror verifikasi wajah sangat menyulitkan saat mendesak mau ambil uang pun susah padahal lagi butuhuntung ada teman kasih pinjam uang jt saat itu juga kesal sekali saya sampai saat ini masalah belum terselesaikan
Pengguna Google,"Maaf aku kasih bintang 1, katanya download dapat langsung saldo 100rb, ternyata hoax, sekarang aku unstall",1,2024-08-16 01:24:21,2024,Negatif,Lainnya,maaf aku kasih bintang katanya unduh dapat langsung saldo rb ternyata hoa sekarang aku unstall
Pengguna Google,saya baru pertama coba transfer ke bank lain ternyata tidak ada admin. makasih SeaBank,4,2024-10-11 07:04:22,2024,Positif,Fitur,saya baru pertama coba transfer ke bank lain ternyata tidak ada admin terima kasih seabank
Pengguna Google,"Mohon segera di tambahkan fitur QR code untuk pembayaran Biasanya untuk pembayaran di mini market saya yg scan QR code kasir, tapi kemarin kasir minta dia yg scan QR code seabank saya, ternyata saya tidak bisa menampilkan QR code seabank saya untuk bayar",3,2024-07-29 06:36:36,2024,Netral,Fitur,mohon segera di tambahkan fitur qr code untuk pembayaran biasanya untuk pembayaran di mini market saya yg scan qr code kasir tapi kemarin kasir minta dia yg scan qr code seabank saya ternyata saya tidak bisa menampilkan qr code seabank saya untuk bayar
Pengguna Google,kurang baik karna tidak ada penarikan tunai di ATM,4,2024-09-23 10:13:19,2024,Positif,Lainnya,kurang baik karna tidak ada penarikan tunai di atm
Pengguna Google,"Saya Transfer ke BRIVA 100 juta. sudah 3 hari saldo belum masuk, Dana di seabank sudah terpotong, penanganan lama, sudah hub CS berkali-kali jawabannya sama harus nunggu 7 hari... tidak direkomendasikan aplikasi ini. Sudah saya hub. CS, IG dan sudah tlf 5x. Hasilnya tetap saldo belum masuk",1,2023-01-17 09:16:49,2023,Negatif,Lainnya,saya transfer ke briva juta sudah hari saldo belum masuk dana di seabank sudah terfotong penanganan lama sudah hub cs berkalikali jawabannya sama harus nunggu hari tidak direkomendasikan aplikasi ini sudah saya hub cs ig dan sudah tlf hasilnya tetap saldo belum masuk
Pengguna Google,semoga aman dan lancar untuk transaksi maupun simpan uang,4,2024-07-19 00:24:43,2024,Positif,Keamanan dan Privasi,semoga aman dan lancar untuk transaksi maupun simpan uang
Pengguna Google,"tolong jika memang ada gangguan dalam proses transfer lebih baik di closed saja, history transfer tidak ada, saldo saya terpotong dan di rekening tujuan belum masuk, tolong sistem perbankan nya di perbaiki lagi!",2,2023-11-20 06:30:19,2023,Negatif,Kinerja/Performa,tolong jika memang ada gangguan dalam proses transfer lebih baik di closed saja history transfer tidak ada saldo saya terfotong dan di rekening tujuan belum masuk tolong sistem perbankan nya di perbaiki lagi
Pengguna Google,Pelayanan seabank terlalu lama sehingga saya kesal,1,2024-09-30 05:08:05,2024,Negatif,Lainnya,pelayanan seabank terlalu lama sehingga saya kesal
Pengguna Google,"Terlalu sering verifikasi wajah,",1,2024-09-05 07:26:28,2024,Negatif,Keamanan dan Privasi,terlalu sering verifikasi wajah
Pengguna Google,Saya 2x ngirim ke seabank tapi tapi saldo seabank tidak bertambah hati hati buat yang pakai seabank ini real bisa cek tiktok,1,2024-09-02 17:25:38,2024,Negatif,Lainnya,saya ngirim ke seabank tapi tapi saldo seabank tidak bertambah hati hati buat yang pakai seabank ini real bisa cek tiktok
Pengguna Google,pengguna baru belum tau kelebihannya,3,2024-08-22 11:23:57,2024,Netral,Lainnya,pengguna baru belum tau kelebihannya
Pengguna Google,Mau ganti nomor handphone tapi prosedur nya berbelit-belit. Sudah telp cs 3 kali pun tidak ada yang bisa membantu. Padahal data ktp dan verifikasi wajah sudah sesuai. Hanya buang-buang pulsa saja. Mengecewakan.,1,2023-10-03 03:01:39,2023,Negatif,Keamanan dan Privasi,mau ganti nomor handphone tapi prosedur nya berbelitbelit sudah telp cs kali pun tidak ada yang bisa membantu padahal data ktp dan verifikasi wajah sudah sesuai hanya buangbuang pulsa saja mengecewakan
Pengguna Google,"Seabank perusahaan asal Singapura . PT Bank Seabank Indonesia (sebelumnya bernama PT Bank Kesejahteraan Ekonomi)[1][2] atau lebih dikenal dengan nama Seabank adalah lembaga keuangan di Indonesia. PT Bank Seabank Indonesia (SeaBank) adalah lembaga keuangan digital milik Sea Limited/Sea Group, perusahaan induk dari situs e-commerce Shopee[3] dan penerbit game online Garena.[4] PT Bank Seabank Indonesia￼ Jenis Jasa KeuanganDidirikan4 Oktober 1991 (s",5,2024-08-31 14:10:07,2024,Positif,Kinerja/Performa,seabank perusahaan asal singapura pt bank seabank indonesia sebelumnya bernama pt bank kesejahteraan ekonomi atau lebih dikenal dengan nama seabank adalah lembaga keuangan di indonesia pt bank seabank indonesia seabank adalah lembaga keuangan digital milik sea limitedsea group perusahaan induk dari situs ecommerce shopee dan penerbit game online garena pt bank seabank indonesia jenis jasa keuangandidirikan oktober s
Pengguna Google,"Ga bisa di buka sama ga bisa di sentuh min apk nya sekarang ,suka ga bisa di sentuh",3,2024-07-20 08:22:51,2024,Netral,Lainnya,ga bisa di buka sama ga bisa di sentuh min apk nya sekarang suka ga bisa di sentuh
Pengguna Google,semoga ada stor tunai d berbagai kota dan kabupaten,4,2024-09-04 12:11:08,2024,Positif,Fitur,semoga ada stor tunai d berbagai kota dan kabupaten
Pengguna Google,seneng smoga tidak ada gangguan tau masalah ya seabank,4,2024-09-05 04:34:03,2024,Positif,Lainnya,seneng smoga tidak ada gangguan tau masalah ya seabank
Pengguna Google,Saya agak kecewa dengan proses pengembalian akun..padahal nomor ktp..telpon.dan ferifikasi wajah sudah benar..hanya saja lupa pasword..tapi malah ke blokir..harus menunggu lama..mohon untuk mempercepat membantu pelanggan nya..agar tidak kecewa...,4,2023-12-14 08:09:10,2023,Positif,Kinerja/Performa,saya agak kecewa dengan proses pengembalian akun padahal nomor ktp telpondan ferifikasi wajah sudah benar hanya saja lupa pasword tapi malah ke blokir harus menunggu lama mohon untuk mempercepat membantu pelanggan nya agar tidak kecewa
Pengguna Google,minta bantuan nya kk saya baru top up sea bank dari brimo saldo sudah terpotong di brimo tapi dana blm masuk ke akun sea bank saya😭 nominal nya 20jt,2,2024-08-06 02:11:16,2024,Negatif,Fitur,minta bantuan nya kk saya baru top up sea bank dari brimo saldo sudah terfotong di brimo tapi dana blm masuk ke akun sea bank saya nominal nya jt
