User,Review,Rating,Date,Tahun
Pengguna Google,"saya turunkan bintang lagi karena masih saja sulit untuk top up dana. selalu perbaikan system. jangan mengecewakan customer lah. kami pun memiliki kebutuhan yang harus kami kerjakan, jangan pakai alasan perbaikan system aplikasi lain. sebab bisa isi aplikasi lain tanpa seabank. mengapa hanya seabank yang sulit? terutama aplikasi dana. selalu dipersulit dengan alasan perbaikan system. akan saya tambah bintang bila sudah normal tanpa membut sulit",2,2024-07-06 05:29:37,2024
Pengguna Google,sebenernya bagus sih seabank ini cuman aku gak suka kalau ada kendala ingin ganti nomer harus lewat telf gak bisa lewat chat gak kayak shopee ada CS nya sendiri lewat chat kalau ada pulsa sih enak mana kalau telf dilama lamain masak cuman ngobrol 1 menit pulsa 15rbu langsung ludes tolonglah ditingkatkan lagi kalau kayak gtu kan juga merugikan nasabah juga,1,2024-05-20 22:46:46,2024
Pengguna Google,SEABANK buat saya kecewa...setiap TF sekarang jadi sering pending atau sedang diproses hingga berhari2...ujung2nya dana hilang entah kemana...harusnya kalau pending dana langsung di kembalikan saja ga usah nunggu lama...padahal udah lama pakai aplikasi ini...dulu lancar2 saja,1,2024-06-11 23:08:08,2024
Pengguna Google,"Kenapa ya lama kelamaan makin kurang untuk performa ketika melakukan transfer yg biasanya langsung masuk kini agak sedikit lambat,,, butuh beberapa detik baru masuk ke rekening tujuan,,, kalau bisa dikembalikan seperti sebelumnya yg selalu instan ketika melakukan transfer ataupun transaksi lainnya,,, itu saja sih kendalanya untuk selebihnya sudah jauh lebih bagus,,, hanya saja untuk yg diatas kalau bisa lekas diperbaiki,,, supaya para pengguna bisa nyaman Kembali menikmati fiturnya.",4,2024-06-19 07:00:57,2024
Pengguna Google,"Saya menggunakan aplikasi ini udh hampir lama ,cuma pas saya mau ganti nomor hp saya ,karena tidak bisa login ,saya menghubungi cs ke Nomor cs nya ,saya udh bisa login dan nomor HPnya saya udh di update , tetapi anenya pas saya login dan password baru saldo saya hilang jadi kyk mna nih admin solusinya setiap orang TF tiba2 uang saya hilang",1,2024-07-17 16:40:13,2024
Pengguna Google,"Aplikasi bank digital yg bagus, cuman kalo hp dan nomer hilang ribet, coba ada fitur login pake email enak kalo hp ada yg nyuri bisa otp via email.",4,2024-07-26 07:06:43,2024
Pengguna Google,"Saya ingin chat dengan customer service tetapi diarahkan ke telepon saja, sedangkan saya tidak bisa tersambung telponnya sudah ada pulsa pun tetap tidak tersambung. Saya harap pihak seabank bisa memberikan layanan chat untuk akun yang telah di blokir agar tidak mempersulit saya",1,2024-08-24 23:25:13,2024
Pengguna Google,"Saya kurang nyaman pakai sea bank,,, karna saya hanya mau nabung diseabank tapi tanpa bunga,,,harusnya seabank bisa lebih teliti dalam hal ini,,karna semua orang pasti suka nabung,,,tapi gk semua orang suka nabung pakai bunga,,,tolong lebih mengerti kami yang tidak suka pakai bunga2an ka",1,2024-07-28 05:55:45,2024
Pengguna Google,"Sebelum nya apk nya bagus, sangat membantu untuk transaksi. Tapi hr ini dari pagi apk tidak bisa dibuka, pdhl jaringan wifi bagus. Tlg dong diperbaiki lbh baik lg",3,2024-07-16 01:15:38,2024
Pengguna Google,enak bgt pake nya dan mudah²an kedepan nya di tingkatkan lagi dan dapat vocher diskon yang lebih bisa fleksibel aja agar semakin dipercaya,5,2024-08-05 04:06:09,2024
Pengguna Google,"pernah mengalami kendala saat masuk. harus konfirmasi ulang dgn minta pasword baru dgn KTP. secara keamanan bagus, tapi ribet. jgn smp nge-bug atau bermasalah krn kami tanpa aplikasi sama saja tdk punya apa2. karena tidak ada buku cetak. sementara masih dicoba utk simpan dana receh blm berani tabung beneran",4,2024-07-24 11:15:37,2024
Pengguna Google,"Best BANGET, Baru pertama ini bank yang bisa kasih gratis biaya admin sampai 100 kali. senang bangett pakeknya. Semoga bisa sampai seterusnya dan tambah upgrade lebih mudah agar tambah banyak penggunanya.",5,2024-07-26 16:37:25,2024
Pengguna Google,Masalah saya mau ganti nomor hp dan nomor lama sudah tidak aktif. Bener² ribet untuk ngembaliin akun kita sendiri. Harus telpon cs itu jg pulsa 30 rb ga cukup. Terus mati isi pulsa lagi ulangi lagi gitu aja terus. Tidak segampang aplikasi lain untuk mengembalikan akun lagi nya. Saya kasih 1 bintang karena dalam permasalahan ini bener² di persulit.,1,2024-08-05 06:32:03,2024
Pengguna Google,"Dibuat dan diversifikasi tgl 25/07/24 menerima transaksi baik, sore bayar Shopee lancar 29/07/24 transfer masuk dari BCA lancar, sesuai. 30/07/24 sebelum ada perbaikan Dana saya berhasil transfer ke akun teman dengan lancar, sore top-up pulsa lancar dan cepat 01/08/24 dapat rekapan transaksi masuk dan keluar sesuai, transfer masuk dari rekening lain juga lancar Kesimpulannya sampai saat ini sangat lancar dan bermanfaat, semoga SeaBank bisa memproses keuangan saya dengan nyaman, dan aman.",5,2024-08-02 06:57:12,2024
Pengguna Google,"Tidak tau kenapa no saya dihilangkan dan ada transaksi masuk ke akun seabank saya saldo nya hilang gak tau sebab nya kenapa,padahal saya sudah diganti no hp dan email nya pin password pun saya ubah,ko masih gak aman sih dapat kebobolan saldo saya hilang 100rb...gimana tuh cara ngebalikin saldo SMA hapus data pribadi diakun seabank DA blokir rekening bank nya...",1,2024-07-15 16:48:30,2024
Pengguna Google,Saya sangat senang sekali menggunakan layanan sea bank. Saya seringkali melakukan transfer ke berbagai bank maupun e wallet dengan adanya kuota gratis transfer dan top up e wallet setiap bulannya memberikan saya keuntungan banyak sekali karena dapat memotong pengeluaran untuk biaya transfer + masih dapat bunga walaupun suku bunga sudah turun tapi masih lumayan. Saya juga ada saran nih untuk update kedepannya tolong tambahin fitur / layanan jadwal transaksi otomatis,5,2024-07-21 08:33:02,2024
Pengguna Google,"payah sih seabank, transaksi SEDANG DIPROSES tapi tidak masuk dan saldo sudah terkuras. pertama chat CS jawabannya nunggu 2 hari, giliran dihubungi 2 hari kemudian malah disuruh nunggu lagi 20hari. maksudnya kok bisa proses transaksi lama gitulooo. baru kali ini kecewa saya",1,2024-07-18 09:30:45,2024
Pengguna Google,Hati2 kalo peke aplikasi ini..kalo komplen trnasaksi di pending penanganya sangat lambat dan harus tunggu berhari2 tanpa kepastian yang jelas..dan alhasil saya rugi karna laporan transaksi tdak sukses dan tidak gagal (pending) tapi saldo sudah berkurang,1,2024-08-05 01:07:52,2024
Pengguna Google,"Saya ingin masuk akun bank saya dengan pin yg benar, kemudian minta otp, otp nya lambat sekali masuk SMS, ketika waktu habis otp baru masuk. Jadi salah terus ketika mengisi kode otp, sekarang akun saya ke blokir gimana solusinya admin Mohon petunjuknya",5,2024-08-07 17:42:12,2024
Pengguna Google,"Tinggal ngeluarin kartu debit biar bisa tarik tunai di atm hehe,sama buat belanja di gerai,mall ,udah luas banget sih seabank tinggal terjun ke jalan,kelar semua dah itu bank2 laen ,paling simple ,paling praktis yg paling gw demen,apalagi aplikasi nya walau pun yg versi sebelumnya lebih simple dan mudah,tapi yg terbaru juga gak terlalu ribet,klo di pake bapak2 yg saldonya milyaran tapi gak ngerti komputer 🤭agak susah aja bagian isi saldo sama di limit pengisian hanya boleh 10jt perhari",5,2024-08-01 14:11:56,2024
Pengguna Google,"Good buat aplikasi nya ,tolong minimal deposito di kecilin lagi,500k atau 100k soalnya lumayan membantu buat saya yang kalo pegang uang suka habis, jadi nabung biar gak bisa di ambil lagi .",5,2024-07-27 05:25:00,2024
Pengguna Google,"Pengaturan limit ewallet sangat menggangu transferan saya, sudah dicoba atur limit tetap ada batas limitnya..mohon hapus fitur limit ini.sangaaatt..sangatt tidak berguna sekali",2,2024-07-29 18:00:27,2024
Pengguna Google,"Kualitas aplikasi Bank sangat baik, Proses pembuatan rekening sangat baik, Kecepatan persetujuan supar cepat, Cs Sangat terbaik, Fitur Spnjem sangat mudah di gunakan tenor panjang limit besar, Mantap. Semua baik hanya di Seabank Indonesia.",5,2024-07-23 21:27:50,2024
Pengguna Google,"Andai di Seabank ini 1 aplikasi bisa untuk 2 akun/2 no rekening Jadi biar bisa lebih mudah mengatur keuangan, mana yang untuk tabungan, dn mana yang untuk keluar masuk transaksi.. Semoga ada secepatnya",5,2024-07-31 15:50:21,2024
Pengguna Google,Kendala ga bisa login dikarenakan kehilangan hp. Ketika login menggunakan hp yang lain dan sudah verifikasi wajah dan KTP tetep ngga bisa harus masukan kode otp sedangkan kartu yang di pake untuk seabank saja telah hilang sama hp nya😮‍💨 sedikit kecewa gaji 2 bulan melayang🥲tapi yasudah mau bagaimana lagi mungkin ini cobaan buat saya😑,1,2024-07-24 16:14:46,2024
Pengguna Google,"Salah satu keuntungan membuka rekening diseabank karena nilai suku bunga yang sangat tinggi dan juga biaya transaksi yang begitu ringan sehingga sangat memuaskan banget ya, aplikasi ini juga ditunjang dengan berbagai fitur-fitur yang sangat membantu banget kawan,bisa dikatakan bahwa aplikasi seabannk adalah salah satu yang terbaik di Indonesia yang ada saat ini ya.aplikasi ini memiliki banyak cabang sehingga sangat mudah ditemukan dimana dan kapan pun ya kawan kawan, aplikasi ini layak kita coba",5,2024-07-21 05:22:05,2024
Pengguna Google,"Kemarin Shopeepay, sekarang ganti lagi harus pake seabank, besok apa lagi wahai Shopee? Bikin penuh HP doang nambah-nambah apk. Mana apk Shopee nya j ampas makan resources gede, server sering down, load halaman ja sering error, tapi sok2an nambah2 aplikasi bank juga 🥴",3,2024-07-22 18:02:23,2024
Pengguna Google,Aplikasi bodoh pembayaran qris saldo sudah terpotong namun penerima tdk menerima saldo karena bacaan waktu saya melakukan pembayaran masih proses hingga 8 hari.saldo terpotong penerima gak ada menerima saldo aplikasi gak cocok d pakai,1,2024-07-23 09:33:46,2024
Pengguna Google,"g tau kenapa jadi lebih suka pake seabank, suku bunga tabungan bersaing.. plafond pinjamanya juga gede suku bunga ringan dan sangat cepat, praktis dan mudah.. MUANTAP pokoknya 👍👍👍👍👍",5,2024-07-29 15:02:21,2024
Pengguna Google,"aplikasi Bank digital yang sangat bermanfaat banget untuk sekarang terutama bagi yang suka transfer transfer baik itu e-money ataupun ke bank lain, limit gratis bulanan nya juga banyak banget sampai 100x transfer dan top up e-money",5,2024-07-22 18:12:47,2024
Pengguna Google,"Alhamdulillah semenjak saya gabung dg seabank th lalu,saya jd gampang tf ke manapun & pembayaran belanja di Shopee jd lancar.Saya beritahukan ke semua yg belum gabung di saya sangat merekomendasikan selain mudah pendaftaran via online simpan uang di seabank jadi bertambah apalagi depositnya dg bunga lumayan besar,jadi tunggu apa lagi segera nabung di seabank",5,2024-08-14 14:49:22,2024
Pengguna Google,Saya Log in tidak dapat Kode OTT malah diblokir 24jam Ngadu ke CS malah suru nunggu estimasi 3x24 jam Terus harus ngadu kemana nih min !!!! Ko NASABAH dipersulit !!!!! Tolong perbaiki sistem nya dong malah jadi ribet saya punya urusan !!! Bukan dipermudah malah dipersulit !!!! Ko sekalas Bank pelayanan nya gini Masih bagus Ewallet !!,1,2024-07-18 14:10:42,2024
Pengguna Google,"Fleksibilitas tabungan tanpa saldo minimum dan biaya penalti. Bunga tabungan yang kompetitif 3,5% per tahun tanpa saldo minimum dan dibayarkan setiap hari. Bunga deposito tinggi hingga 6% per tahun dan cair setiap bulan. Gratis biaya admin. Rekomendasi 👍",5,2024-07-25 07:43:33,2024
Pengguna Google,"- isi shopee pay ga kena biaya admin lagi, - dapet bunganya juga lumayan, - koneksinya cepet, - menu2nya ga ngeribetin, - transfer antar bank gratis biaya admin dijaga terus kaya begini, kalo bisa lebih ditingkatin dan divariatifin lagi",5,2024-08-04 11:38:34,2024
Pengguna Google,Hari ini tgl 28 Juli 2024. Saya buka aplikasi seabank tapi kembali seperti mode bikin akun baru. . Saat saya klik tidak bisa. Ada apa dengan sistem kalian wahai seabank. Tidak ada pemberitahuan email kah. Atau lenyap begitu saja.,2,2024-07-28 13:02:38,2024
Pengguna Google,"Aplikasi sudah bagus, peminjaman cepat. Mohon adakan option pembayaran angsuran pinjaman yang bisa dibayar beberapa bulan angsuran langsung tanpa harus menunggu selama berbulan-bulan",5,2024-08-02 01:16:52,2024
Pengguna Google,"lebih baik lg, ditambah vitur scan wajah sblm melakukan transaksi/transferan agar lebih aman lgi, klau cmn mengandalkan kode kurang aman mnrut saya.",5,2024-07-27 04:06:21,2024
Pengguna Google,"Aplikasi nya bagus, yang mau buka rekening di sea bank bisa masukkan kode ini yaa LQEQNZ. Kode untuk undang teman nantinya dapat 10ribu dan masih banyak benefit lainnya 😆🥰🙏",5,2024-07-29 18:50:04,2024
Pengguna Google,Bagaimana dengan penkinian data ktp saya karena ada kesalahan nama dari dupcapil dan saya mau ubah nama persyaratannya bener ribet masa saya harus ke pengadilan ke itu ini yg jelas itu karena kesalahan admin dupcapil. Tolong di perbaiki apakah sistem tidak mendeteksi wajah pemilik ktp,1,2024-07-15 18:47:38,2024
Pengguna Google,pertama kali download karna direkomendasikan adek. dan setelah download ada masalah salah masukkan nomer. telf cs dan ga ada 5 menit masalah selesai. semudah dan senyaman itu,5,2024-07-19 06:49:49,2024
Pengguna Google,Dulu saya pernanh coba2 daftar akun pakai nmer hp dan email lama saya.dan sekarng saya tidak bisa akses no hp dan email lama saya karena dan mati semua.saya cb daftar ulang g bs karena nik sdh terdaftar.saya cb pengaduan dan di tlpn dr cs tanya2 data2 dan saya kasih sesuai data nik eee di bilang g sesuai di surh tlpn lg memberi data yang benar.percuma saya tlpn lagi wong ya saya sudah kasih data yang benar.mau bisa pakai lagi akun saya aja kk susah minta ampun. kurang mesmuaskan sekali,1,2024-07-19 04:37:34,2024
Pengguna Google,Sebelumnya saya anggap media aplikasi seabank membantu ternyata uang saya yang tersimpan di seabank tertarik saldonya tanpa ada keterangan yang jelas saya tidak ada transaksi sama sekali,1,2024-07-20 10:23:48,2024
Pengguna Google,"Suka aplikasi seabank , aplikasi ringan beda sama bank digital lain, Bunga tabungan ada, TF kmna aja gratis & fast time , ,pokok nya is the best Pertahan kan min, kami semua suka aplikasi seabank love u",5,2024-08-05 17:02:50,2024
Pengguna Google,"Aplikasi sampah, ini sistem nya rusak udah berapa kali verif gagal mulu, emang sampah, saran gua kalau mau nabung ga usah di aplikasi ini ribetnya minta ampun udah gitu semua biodata kita diisi, jdi curiga disalahgunain, kembali lagi, gau usah download apk ini apk ribet hadehh, kalau mau download apk yang seperti ini gua saranin ga usah pake apk ini mendingan pake apk yang lain yang ga ribet dan mencurigakan, sekian 🙏",1,2024-07-31 12:54:47,2024
Pengguna Google,Sangat membantu dlm bertransaksi... Trutama d usaha bisnisku... Transfer lebih mudah... Gak ribet.. Pokoknya puas banget dengan adanya aplikasi ini...,5,2024-07-29 10:33:37,2024
Pengguna Google,"Sejauh ini saya suka tampilan aplikasinya simple, dan juga tidak pernah ada masalah dalam transaksi. Saya juga suka bank ini membayar bunga nasabah secara harian.",5,2024-07-31 04:53:01,2024
Pengguna Google,"SEABANK sangat membantu sy disaat sy sangat butuh dana, bunganya TDK terlalu besar, transparan,sblm mengajukan pinjaman ada rincian2 nya ,sangat cepat disaat mengajukan pinjaman...bisa mengajukan sesuai yg kita butuhkan",5,2024-08-15 00:15:35,2024
Pengguna Google,aplikasi yang sangat relevan dan mudah. anda dapat bertransaksi ke berbagai bank/media pembayaran lainnya. Dengan fitur aplikasi yang didukung untuk mempermudah bagi penggunanya. Terimakasih SeaBank..,5,2024-08-03 13:45:03,2024
Pengguna Google,"Sy nasabah seabank awalnya sy nyaman dibank ini tapi setelah beberapa bulan sy aktif nabung ada kejanggalan pd hari kamis tgl 05 september 2024 ada tiga transaksi pulsa dihari yg sama,dan transaksi ini sama sekali merasa tidak sy lakukan pdhl pin cuma sy saja yg tau,dg kejadian ini berarti keamanan data di seabank cukup dipertanyakan,mohon pd yg lain agar pertimbangkan bila ingin menampung di bank ini",1,2024-09-06 04:46:02,2024
Pengguna Google,Bintang satu aja karena limit pinjaman sudah ada tapi gak bisa di pinjam dan selalu tidak terverifikasi. Kata cs selalu tunggu 30 hari dan setelah 30 hari belum bisa di pakai suruh tunggu lagi 30 hari. Payaaaah......mana bisa bersaing!!!!,1,2024-07-31 11:54:52,2024
Pengguna Google,"Kepada Tim Developer SeaBank Mohon untuk ditambahkan fitur untuk menampilkan kode QRIS guna pembayaran. Karena yang tersedia saat ini hanya QRIS berfungsi jika di scan, belum bisa menampilkan kode QRIS. Mohon ditindaklanjuti Terima kasih",4,2024-07-23 07:24:59,2024
Pengguna Google,kadang lama loading nya padahal sinyal lancar aja,4,2024-10-05 07:20:41,2024
Pengguna Google,Kenapa yah setiap mau scan ktp tiba kamera nya ngeblur,1,2024-09-21 19:12:10,2024
Pengguna Google,"Pas mau login apk nya mlah g bs2, dibilang salah pin trs d sruh verifikasi ulang trs. Cs nya dtlp g nyambung2 hadehh. Mending hhapus aj apk nya, untung saldonya msih dkit. Udh g bs dpke trf2 lgi akibat ribet bgt login",3,2024-07-16 14:13:09,2024
Pengguna Google,"Ga bisa buka aplikasi nya , padahal kemarin kemarin baik baik aja tapi kok pas buka malah ga bisa masukin pin",4,2024-10-02 02:03:40,2024
Pengguna Google,bermanfaat bgt nih gaes cepetan download cara y gampang kok ga perlu antri² di teller bank lain apalagi transfer ke bank lain gratissss bos👍,5,2024-10-05 08:21:40,2024
Pengguna Google,Maaf saya bintang 1 kerena udh 2 kali transaksi saya ga masuk ke penerima padahal saldo udh berkurang mohon tingkat kan lagi yaa,1,2024-09-19 12:59:04,2024
Pengguna Google,mudah blom ada kendala tapi entah ntar ke depan nya ini baru 1 hari penggunaan nya,3,2024-09-13 12:06:32,2024
Pengguna Google,"mudah""an sebank selalu berjaya,dan makin di tingkatkan lagi untuk menjadi lebih baik,saya sudah 2 tahun pake sebank,belum ada kendala,terus aman dan terpercaya,terima kasih",5,2024-10-02 05:59:13,2024
Pengguna Google,Kalo gak masuk saya ikhlasin tapi pasti nanti saya share karena sudah banyak bukti transfer berhasil dari gopay Semoga apk nya semakin banyak yang menggunakan setelah adanya ketidak nyamanan ini dan tidak di tangani,1,2024-07-27 15:42:11,2024
Pengguna Google,Mengapa setiap masuk aplikasi seabank ... Selalu dimintak upload foto KTP... Sedangkan udh verifikasi dan sudah terdaftar..mohon solusi ny kak di bantu,2,2024-09-10 09:17:01,2024
Pengguna Google,"Bismillah,Assalamu'alaikum.Trimaksi SeaBank,penggunaan aplikasinya lumayan bagus dn sukses, aku akses aplikasi ini.Insya.Allah lancar dn ringan selama aku memakainya.kedepannya semoga sukses dn berkembang dn juga sebisa mungkin.lancarkn lah pinjaman buat kami yg kceil2 ini.klau dpat jgn dengan akun tertentu saja.sekian dn trimkasi mantap.wassalamu'alaikum🙏",5,2024-09-14 09:10:30,2024
Pengguna Google,"Sugiwati Lailly hartina selama ini sih di pakai bagus2 sih nyaman juga,bisa bikin cuan karna gratis tf dan gratis top up e walett terimakasih semoga kedepannya lebih baik lagi",5,2024-09-23 06:40:29,2024
Pengguna Google,"aplikasi transfer ke mana aja , dan mudah digunakan di mana sajaa,,,limit nya juga ga nanggung2 bisa tf bebas 100kali ,,,pertahankan ya seabank",5,2024-09-22 11:19:33,2024
Pengguna Google,"Binatang tiba² kluar sendiri, cs susah di hubungi.. Segera hapus dan non aktifkan aplikasi biar ke dpn nya tidak menyesal.",1,2024-09-18 09:14:43,2024
Pengguna Google,"Kepada admin seabank mohon di bantu saya kan lupa password begitu saya mau reset password saya,nik dan tanggal lahir tidak sesuai padahal sebelumnya nya saya pernah lupa password bisa merubah nya. Mohon di bantu",3,2024-09-16 08:24:58,2024
Pengguna Google,sjauh ini senang alhmdllah.. gtau tah kalo nnti nnti 🤭 kaya shopee weh prtma bkin snang krna murah nya. bnyk grtis ongkir nya jg. ada biaya2 yg lainnya juga kalo cod. tapi skrng shopee jd ribet bnyak ini itu nya juga .. bgtu lah pokona mah.. 🙏🤭,5,2024-09-13 10:46:53,2024
Pengguna Google,"Sea Bank keren, bank yang dapat di andalkan ya cuma SEABANK. Tapi ada saran, Tolong kasih fitur buat TARIK TUNAI via indomaret/alfamart. Terima Kasih",5,2024-09-13 04:13:59,2024
Pengguna Google,Baru pertama ini saya transfer dari bank neo bank ke sea bank gagal masuk.dari pihak neo transaksi berhasil masuk tapi saya cek ke akun sea bank belum masuk.. Agak kecewa,5,2024-09-13 10:57:26,2024
Pengguna Google,"pelayanan cepat, mantap dan membantu sekali utk menunjang. semua kegiatan yang dilakukan",4,2024-09-15 12:33:11,2024
Pengguna Google,"Baru kali ini gua daftar bank gagal terus, BRI, BCA, Mandiri, bisa semua data saya, tetapi kenapa di seabank gak bisa alasanya masukan identitas anda. Aneh seabank",1,2024-09-21 11:06:08,2024
Pengguna Google,sangat bangus aplikasi ya tpi saya enga bisa untuk panarikan ya bisa di bantu saya soal ya baru buat akun ya,5,2024-09-12 14:16:37,2024
Pengguna Google,"Setback emang bank ternyaman yang aku pakai. Apalagi dengan limit tf nya. Selain itu dapat bunga juga, suka banget nabung di seabank",5,2024-07-24 13:21:25,2024
Pengguna Google,"rekomend banget, aman, dan terpercaya, cepat dan free biaya transfer,puas banget makasih yang udh nyiptain apk ini🙏🙏sangat membantu dan amanah",5,2024-09-14 12:18:42,2024
Pengguna Google,pelayanan sangat buruk saldo di rekening Hilang tiba tiba udah 4hari belum di kembalikan,1,2024-09-16 20:34:18,2024
Pengguna Google,"Mengecewakan akun diblokir secara tidak normal, dan uang nasabah masih ada berjuta disana. Sangat mengecewakan pengguna",1,2024-09-20 14:05:39,2024
Pengguna Google,"Bahaya guys, kemarin saya baru tf 3.9 jt, tapi orang penerimanya tuh udh tunggu dalam 2 hari masih belum di terima, lagipun saya cht sama seabank katanya tunggu dalam waktu 24 jam, jadi hati hati ya jangan sampai duit kalian ke makan pada aplikasi SeaBank Ini, soalnya saya udh trauma sekarang liat aplikasi SeaBank ini",1,2024-09-13 04:38:33,2024
Pengguna Google,"Emang sialan seabank ini. Aplikasinya error mulu, mau transaksi minta verifikasi KTP mulu",1,2024-09-14 23:01:05,2024
Pengguna Google,Aplikasi kacau transisi QRIS tidak berhasil pending Berjamjam tapi saldo terpotong gmana cara kembaliin saldo woiiiiii,1,2024-09-15 11:33:19,2024
Pengguna Google,Alhamdulillah main SeaBank kalo top up ewallet maupun transfer ke bank lain gratis transfer sampe 100 kuota.. terima kasih berkah selalu,5,2024-09-16 13:45:48,2024
Pengguna Google,"gunakan selalu seabank,, cepat praktis dan gratis",4,2024-09-17 16:58:09,2024
Pengguna Google,aplikasi ini sangat mudah dan membantu untuk berbisnis juga buka rekening bank sangat mudah langsung aktif. terimakasih semoga makin lebih baik lagi kedepannya,5,2024-07-29 05:49:11,2024
Pengguna Google,harus mengatasi saldo yg terkirim tapi tidak masuk atau gantung,2,2024-09-21 15:51:34,2024
Pengguna Google,Udah paling bagus deh kalo transfer kesemua Bank tanpa admin.... Terus seperti ini ya seaBank... Semoga semua Bank bisa menerapkan apa yg dilakukan SeaBank... Semoga makin banyak pengguna SeaBank,5,2024-09-30 06:55:43,2024
Pengguna Google,Sangat puas dengan fitur fiturnya sangat membantu,4,2024-10-01 21:58:12,2024
Pengguna Google,"Penipuan, buka rekening katanya dapet 100rb ternyata disuruh nabung dulu sejuta....hadeuh....klo gitu gak usah share share keorang...buang buang waktu aje...",1,2024-10-01 17:57:25,2024
Pengguna Google,"Susah, Gak bs registrasi, pdhl data sudah benar semua",2,2024-09-22 10:22:39,2024
Pengguna Google,"-Buruk, penutupan akun aja susah, padahal mau ganti akun baru -pelayanan kurang -dan nelpon nya aj prabayar -chat email gk ad respon",1,2024-09-09 08:41:19,2024
Pengguna Google,Tolong banget kenapa tiba² eror pas buka disuruh log in??? pw udah bener kok malah tetep salah??? INI GIMANAA???,4,2024-08-28 02:26:19,2024
Pengguna Google,Kenapa akun saya diblokir sementara.. Trus pas mau masuk dengan KTP laporan nik sudah terdaftar terus... Padahal uang tabungan disana.. Tolong solusinya donk...,1,2024-07-30 13:31:06,2024
Pengguna Google,"Abis update malah ga bisa masuk masuk jaringan erorr, padahal jaringan bagus bagus aja",1,2024-09-11 14:29:45,2024
Pengguna Google,"Apk aneh mau verifikasi minta code aja ga muncul, udah di coba pake wifi dan data masih gabisa",1,2024-08-07 17:40:39,2024
Pengguna Google,"sulit login , tambah pelayanan tlpon kalau bisa via what apps jgn hanya telpon. terima kasih",3,2024-09-12 02:10:51,2024
Pengguna Google,Aplikasi seabank kalo kartu dan nomer telpon yg terdaftar hilang angus duit kita gk bisa di gunain jangan mau pake seabank penipuan berkedok tidak mau membantu org yang lagi kesusahan karna hilangnya nomer telpon,1,2024-08-20 05:32:48,2024
Pengguna Google,"Saya kecewa banget sama seabank, saya sudah berhasil top up 100.000 dari Livi mandiri. Tapi sampe sekarang belum masuk",1,2024-09-10 04:31:32,2024
Pengguna Google,sangat ok dan bagus sekali pake transfer sangat mudah top up pun sama sangat mudah Bintang 5 lah untuk seabank...,5,2024-08-11 05:25:35,2024
Pengguna Google,"Sangat terbantu dengan adanya seabank, apa lagi dengan adanya fitur pinjaman terimakasih banyak ya kak 🙏 semoga kedepannya semakin baik dan lebih baik lagi 👍",4,2024-09-07 09:53:52,2024
Pengguna Google,Aplikasi yg cukup membantu...hanya saja blm ada layanan seabank pinjam di aplikasi saya.jd kurang lengkap aja Terima kasih 🙏,4,2024-08-07 18:43:49,2024
Pengguna Google,"Haduh, gagal transfer udah 1 minggu uang nya gak masuk ke saldo. Hubungin cs gak jelas semua. Ribet dah",1,2024-08-25 15:51:41,2024
Pengguna Google,"seneng banget, mudah pemakaian, aman byk free, dpt bunga pokoknya klo gini terus bakal pakai terus ini aplikasi, semoga lbh berkembang dan lbh byk user 👌👍👍👍👍👍",5,2024-08-08 01:34:13,2024
Pengguna Google,"sangat gampang tidak ribet seperti yang lain, buka rekening 5 menit beres. tidak perlu ini itu. pokoknya recomend banget ...",5,2024-08-24 19:22:07,2024
Pengguna Google,semoga seterusnya sampai kiamat gratis transfer ke semua rekening bank lain dan perbaikan lagi kemanan nya.. dan pembagian bunga jangan kena pajak..,5,2024-08-19 05:30:20,2024
Pengguna Google,"Setiap mau transaksi selalu gabisa katanya lagi banyak yg ngelakuin transaksi,jdi ribet",2,2024-09-06 14:47:54,2024
Pengguna Google,"Kenapa akun saya tidak bisa login ya. Setiap mau mencoba masuk muncul tulisan ""Data encrypt error""",3,2024-09-03 02:55:05,2024
Pengguna Google,"Transfer sudah 4 hari ke BRI gak masuk aja, layanan pengaduan sangat tidak membantu. Gimana kalau nominal besar. Sangat tidak rekomended TOLOLLL",1,2024-08-20 08:21:36,2024
Pengguna Google,keren banget aplikasi ni cuman percaya jg gasih kita bunga cuman bunganya terlalu kecil coba sekali lg di naikin 🙏🙏🙏,5,2024-09-02 09:26:11,2024
Pengguna Google,"Transaksi Lebih mudah , dan transfer ke bank lain free , saran aja,jika bisa kuota gratis jangan hanya 100 , dibebaskan saja. , terima kasih",5,2024-08-18 07:20:08,2024
Pengguna Google,"transfer gratis dan cepat,seaBank emang luar biasa, semogah data2 kita bisa terjamin Aman dari segala bentuk penipuan.mks seaBank.",4,2024-08-19 23:30:25,2024
Pengguna Google,"enak buat simpan duit tanpa bayar admin tiap bulan, malah kita yg dapet bonus tiap hari. biat transfer2 juga enak gratis",5,2024-09-10 14:21:59,2024
Pengguna Google,"aku kasih 5 bintang,SeaBank emank mantap jadi aku yg pakai aplikasi shopee makin nyaman belanja.transaksi dgn shopee pay makin lancar.",5,2024-09-04 13:22:33,2024
Pengguna Google,"alhamdulillah alladzii bini'matihi tatimmus solihat(segala puji bagi allah yang karna karunianya semua kebaikan menjadi sempurna),saya merasa senang dan puas sekali dgn kehadiran apl seabank ini, krn benar"" mudah dan simple. kita gaperlu ke bank buat ngurus ini itu.... intinya terimakasih seabank👍",5,2024-08-18 02:11:17,2024
